author,study.habitat,from,year,region,location,species,life.stage,family,common.name,genus,environment,climate,red.list,feeding.type,feeding.habit,TL,fork.length,total.length,W,GW,N,Cature.meth,min.size,float.meth,dig.meth,count.meth,polymer.meth,polymer.ID,blanks,blank.conc,ingest.rate,Mpsgut,SDMPsgut,MPspergfish,SDMPspergfish,maj.fib,maj.under.one.mm,maj.polymer,maj.col,exclude.fib,notes
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Abudefduf sexfasciatus,Adult,Pomacentridae,Scissortail sergeant,Abudefduf,Reef-associated,Tropical,Not Evaluated,plants/detritus+animals,grazing on aquatic plants,2.7,,14.63,60.8,1.35,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,20,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Acanthurus gahhm,Adult,Acanthuridae,Black surgeonfish,Acanthrus,Reef-associated,Tropical,Least Concern,plants/detritus+animals,variable,2.8,,33.82,535.1,21.27,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,100,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Acanthurus sohal,Adult,Acanthuridae,Sohal surgeonfish,Acanthurus ,Reef-associated,Tropical,Least Concern,mainly plants/detritus,browsing on substrate,2,,18.9,92,3.67,3,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Benthosema pterotum,Adult,Myctophidae,Skinnycheek lanternfish,Benthosema,Benthopelagic,Deep-water,Least Concern,mainly animals,selective plankton feeding,3.1,,,,2.24,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,100,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Cephalopholis argus,Adult,Serranidae,Peacock hind,Cephalopholis ,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,4.5,,23.63,201,7.25,4,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Chaetodon austriacus,Adult,Chaetodontidae,Blacktail butterflyfish,Chaetodon ,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.3,,10.82,34.8,1.1,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,100,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Dascyllus trimaculatus,Adult,Pomacentridae,Threespot dascyllus,Dascyllus,Reef-associated,Tropical,Not Evaluated,plants/detritus+animals,selective plankton feeding,2.8,,10.5,32.5,1,2,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Epinephelus areolatus,Adult,Serranidae,Areolate grouper,Epinephelus ,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.7,,28.42,281.6,9.43,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,20,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Epinephelus chlorostigma,Adult,Serranidae,Brownspotted grouper,Epinephelus ,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,4,,36.33,700.33,12.27,3,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,20,2,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Epinephelus epistictus,Adult,Serranidae,Dotted grouper,Epinephelus ,Demersal,Tropical,Data deficient,mainly animals,hunting macrofauna,4,,31.4,424.4,9.2,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,20,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Epinephelus radiatus,Adult,Serranidae,Oblique-banded grouper,Ephinephelus,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,4,,29.34,359.29,9.14,7,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,14.29,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Gymnocranius grandoculis,Adult,Lethrinidae,Blue-lined large-eye bream,Gymnocranius,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.8,,28.23,344,5.21,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,33.33,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Lethrinus microdon,Adult,Lethrinidae,Smalltooth emperor,Lethrinus,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.8,,29.53,316.5,6.66,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,20,2,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Lipocheilus carnolabrum,Adult,Lutjanidae,Tang's snapper,Lipocheilus,Demersal,Deep-water,Least Concern,mainly animals,hunting macrofauna,3.9,,24.39,214,4.29,7,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,28.57,2,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Lutjanus kasmira,Adult,Lutjanidae,Common bluestripe snapper,Lutjanus,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.9,,24.45,233.17,4.22,12,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,16.67,2,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Maurolicus mucronatus,Adult,Sternoptychidae,,Maurolicus ,Bathypelagic,Deep-water,Not Evaluated,,,3.1,,,,2.34,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,100,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Naso unicornis,Adult,Acanthuridae,Bluespine unicornfish,Naso,Reef-associated,Tropical,Least Concern,mainly plants/detritus,browsing on substrate,2.2,,40,901,130,2,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Neoniphon sammara,Adult,Holocentridae,Sammara squirrelfish,Neoniphon,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.6,,15.62,31.2,1.6,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,20,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Parascolopsis eriomma,Adult,Nemipteridae,Rosy dwarf monocle bream,Parascolopsis,Demersal,Tropical,Not Evaluated,mainly animals,hunting macrofauna,3.5,,23.3,171,4.13,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,60,3,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Plectorhinchus gaterinus,Adult,Haemulidae,Blackspotted rubberlip,Plectorhinchus ,Reef-associated,Tropical,Not Evaluated,mainly animals,hunting macrofauna,4,,26.53,235.17,6.33,6,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,33.33,2,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Pristipomoides multidens,Adult,Lutjanidae,Goldbanded jobfish,Pristipomoides ,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.8,,28.2,236.7,5.47,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,20,2,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Pristipomoides typus,Adult,Lutjanidae,Sharptooth jobfish,Pristipomoides ,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,4.2,,28.46,252.2,3.71,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Pygoplites diacanthus,Adult,Pomacanthidae,Regal angelfish,Pygoplites,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,2.7,,14.06,74,7.6,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Sargocentron spiniferum,Adult,Holocentridae,Sabre squirrelfish,Sargocentron,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.6,,30.68,427,11.8,5,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Thalassoma rueppellii,Adult,Labridae,Klunzinger's wrasse,Thalassoma,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.5,,16.12,49.25,1.33,12,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,8.33,1,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Wendy,2018,Indian Ocean: Western,Saudi Arabian Coast,Vinciguerria mabahiss,Adult,Phosichthyidae,,Vinciguerria,Bathypelagic,Deep-water,Not Evaluated,,,3.1,,,,1.72,10,Tucker Trawl,200,None,NaOH,Visual,FTIR,yes,yes,2,0,0,,,,yes,no,Polypropylene/Polyethylene,Black,no,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Lethrinus nebulosus,Adult,Lethrinidae,Spangled emperor,Lethrinus,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.8,,29.27,358.53,9.73,15,Long line,200,None,NaOH,Visual,FTIR,yes,yes,0.333,0,0,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Gerres longirostris,Adult,Gerreidae,Strongspine silver-biddy,Gerres,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.5,,26.43,272.8,8.55,20,Small gillnet,200,None,NaOH,Visual,FTIR,yes,yes,0.333,0,0,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Siganus canaliculatus,Adult,Siganidae ,White-spotted spinefoot,Siganus,Reef-associated,Tropical,Least Concern,plants/detritus+animals,grazing on aquatic plants,2.8,,19.53,112.65,16.7,20,Trap,200,None,NaOH,Visual,FTIR,yes,yes,0.333,5,1,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Chelon parsia,Adult,Muglidae,Goldspot mullet,Chelon,Demersal,Tropical,Not Evaluated,mainly plants/detritus,grazing on aquatic plants,2,,26.78,264.16,16.33,6,Small gillnet,200,None,NaOH,Visual,FTIR,yes,yes,0.333,0,0,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Scomberomorus commerson,Adult,Scombridae,Narrow-barred Spanish mackerel,Scomberomorus,Pelagic-neritic,Tropical,Near Threatened,mainly animals,hunting macrofauna,4.5,,39.92,480.6,12.8,10,Small gillnet,200,None,NaOH,Visual,FTIR,yes,yes,0.333,10,1,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Euthynnus affinis,Adult,Scombridae,Kawakawa,Euthynnus,Pelagic-neritic,Tropical,Least Concern,mainly animals,hunting macrofauna,4.5,,35.1,586,38.25,20,Drift gillnet,200,None,NaOH,Visual,FTIR,yes,yes,0.333,0,0,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Epinephelus coioides,Adult,Serranidae,Orange-spotted grouper,Epinephelus,Reef-associated,Subtropical,Least Concern,mainly animals,hunting macrofauna,4,,30.83,392.15,12.8,20,Trap,200,None,NaOH,Visual,FTIR,yes,yes,0.333,15,3,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Rastrelliger kanagurta,Adult,Scombridae,Indian mackerel,Rastrelliger,Pelagic-neritic,Tropical,Data deficient,mainly animals,hunting macrofauna,3.2,,23.68,172.2,12.8,20,Small gillnet,200,None,NaOH,Visual,FTIR,yes,yes,0.333,15,1,,,,no,,,Blue,yes,
Baalkhuyur et al.,Marine,Garth,2020,Indian Ocean: Western,Saudi Arabian Coast,Carangoides malabaricus,Adult,Carangidae,Malabar trevally,Carangoides,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.9,,24.22,170.11,5.33,0,Trap,200,None,NaOH,Visual,FTIR,yes,yes,0.333,0,0,,,,no,,,Blue,yes,
Barboza et al.,Marine,Garth,2019,Atlantic: Northeast,Northwest Portuguese coast,Dicentrarchus labrax,Adult,Moronidae,European seabass,Dicentrarchus,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.5,,31.58,342.84,,50,Trawl,1.2,None,KOH,Visual,FTIR,yes,yes,0,42,1.3,2.5,,,yes,,Polyethylene,Blue,no,
Barboza et al.,Marine,Garth,2019,Atlantic: Northeast,Northwest Portuguese coast,Trachurus trachurus,Adult,Carangidae,Atlantic horse mackerel,Trachurus,Pelagic-neritic,Subtropical,Vulnerable,mainly animals,hunting macrofauna,3.7,,29.42,228.52,,50,Trawl,1.2,None,KOH,Visual,FTIR,yes,yes,0,42,1,1.6,,,no,,Polyethylene,Blue,no,
Barboza et al.,Marine,Garth,2019,Atlantic: Northeast,Northwest Portuguese coast,Scomber colias,Adult,Scombridae,Atlantic chub mackerel,Scomber,Pelagic-neritic,Temperate,Least Concern,mainly animals,hunting macrofauna,3.9,,36.38,344.52,,50,Trawl,1.2,None,KOH,Visual,FTIR,yes,yes,0,62,1.2,1.6,,,no,,Polyethylene,Blue,no,
Barboza et al.,Marine,Garth,2020,Atlantic: Northeast,Portugese coastal waters,Dicentrarchus labrax,Adult,Moronidae,European seabass,Dicentrarchus,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.5,,31,343,,50,Commercial fleet,1.2,None,KOH,Visual,FTIR,yes,yes,,42,1.3,2.5,,,yes,,Polyethylene,,no,
Barboza et al.,Marine,Garth,2020,Atlantic: Northeast,Portugese coastal waters,Trachurus trachurus,Adult,Carangidae,Atlantic horse mackerel,Trachurus,Pelagic-neritic,Subtropical,Vulnerable,mainly animals,hunting macrofauna,3.7,,29,228,,50,Commercial fleet,1.2,None,KOH,Visual,FTIR,yes,yes,,42,1,1.9,,,yes,,Polyethylene,,no,
Barboza et al.,Marine,Garth,2020,Atlantic: Northeast,Portugese coastal waters,Scomber colias,Adult,Scombridae,Atlantic chub mackerel,Scomber,Pelagic-neritic,Temperate,Least Concern,mainly animals,hunting macrofauna,3.9,,37,344,,50,Commercial fleet,1.2,None,KOH,Visual,FTIR,yes,yes,,62,1.2,1.2,,,yes,,Polyethylene,,no,
Beer et al.,Marine,Hailey,2018,Atlantic: Northeast,Baltic Sea,Clupea harengus,Adult,Clupeidae,Atlantic Herring,Clupea,Benthopelagic,Temperate,Least Concern,mainly animals,selective plankton feeding,3.4,,20.32,51.4,,299,Trawl,100,None,KOH and NaClO,Visual,None,no,yes,0,21.07,0.25,0.52,,,yes,yes,Polyethylene,Black,no,
Beer et al.,Marine,Hailey,2018,Atlantic: Northeast,Baltic Sea,Sprattus sprattus,Adult,Clupeidae,European sprat,Sprattus,Pelagic-neritic,Temperate,Not Evaluated,mainly animals,selective plankton feeding,3,,11.85,11.6,,25,Trawl,100,None,KOH and NaClO,Visual,None,no,yes,0,18.83,0.21,0.47,,,yes,yes,Polyethylene,Black,no,
Bessa et al.,Marine,Hailey,2017,Atlantic: Northeast,Mondego Estuary,Dicentrarchus labrax,Adult,Moronidae,European seabass,Dicentrarchus,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.5,14.25,,59.51,,40,Trawl,20,None,KOH,Visual,FTIR,yes,yes,,33,0.3,0.61,,,yes,,Polyester,Blue/Black,yes,
Bessa et al.,Marine,Hailey,2017,Atlantic: Northeast,Mondego Estuary,Diplodus vulgaris,Adult,Sparidae,Common two-banded seabream,Diplodus,Benthopelagic,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.5,12.49,,38.17,,40,Trawl,20,None,KOH,Visual,FTIR,yes,yes,,70.5,3.14,3.25,,,yes,,Polyester,Blue/Black,yes,
Bessa et al.,Marine,Hailey,2017,Atlantic: Northeast,Mondego Estuary,Platichthys flesus,Adult,Pleuronectidae,European flounder,Platichthys,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.3,12.04,,31.84,,40,Trawl,20,None,KOH,Visual,FTIR,yes,yes,,29.5,0.18,0.55,,,yes,,Polyester,Blue/Black,no,
Bessa et al.,Marine,Hailey,2018,Atlantic: Northeast,Mondego Estuary,Dicentrarchus labrax,Adult,Moronidae,European seabass,Dicentrarchus,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.5,12.04,,49.51,,40,Trawl,20,None,KOH,Visual,FTIR,yes,yes,0,23,0.3,0.61,,,yes,,Polyester,Blue,yes,
Bessa et al.,Marine,Hailey,2018,Atlantic: Northeast,Mondego Estuary,Diplodus vulgaris,Adult,Sparidae,Common two-banded seabream,Diplodus,Benthopelagic,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.5,12.49,,38.17,,40,Trawl,20,None,KOH,Visual,FTIR,yes,yes,0,73,3.14,3.25,,,yes,,Polyester,Blue,yes,
Bessa et al.,Marine,Hailey,2018,Atlantic: Northeast,Mondego Estuary,Platichthys flesus,Adult,Pleuronectidae,European flounder,Platichthys,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.3,12.04,,31.84,,40,Trawl,20,None,KOH,Visual,FTIR,yes,yes,0,13,0.18,0.55,,,yes,,Polyester,Blue,no,
Biginagwa et al.,Freshwater,Garth,2016,Africa,Mwanza region of Tanzania,Lates niloticus,Adult,Latidae,Nile perch,Lates,Freshwater; demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,4.5,,,,,20,Fish market,250,None,NaOH,Visual,FTIR,yes,no,,20,,,,,,,,,no,
Biginagwa et al.,Freshwater,Garth,2016,Africa,Mwanza region of Tanzania,Oreochromis niloticus,Adult,Cichlidae,Nile tilapia ,Oreochromis,Freshwater; benthopelagic,Tropical,Not Evaluated,mainly plants/detritus,browsing on substrate,2,,,,,20,Fish market,250,None,NaOH,Visual,FTIR,yes,no,,20,,,,,,,,,no,
Bour et al.,Marine,Hailey,2018,Atlantic: Northeast,Oslofjord,Enchelyopus cimbrius,Adult,Lotidae,Four beard rockling,Enchelyopus,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.5,,,,,17,Trawls,20,NaCl,KOH,Visual,FTIR,yes,yes,15.5 ± 7.3 fibres/membrane,5.9,,,7,,no,yes,Ethylene-vinyl acetate,Blue/Clear,yes,
Bour et al.,Marine,Hailey,2018,Atlantic: Northeast,Oslofjord,Hippoglossoides platessoides,Adult,Pleuronectidae,Long rough dab,Hippoglossoides,Demersal,Temperate,Not Evaluated,mainly animals,hunting macrofauna,4.1,,,,,20,Trawls,20,NaCl,KOH,Visual,FTIR,yes,yes,15.5 ± 7.3 fibres/membrane,55,,,2.09,,yes,yes,Polyethylene,Blue/Clear,yes,
Bour et al.,Marine,Hailey,2018,Atlantic: Northeast,Oslofjord,Trisopterus esmarki,Adult,Gadidae,Norway pout,Trisopterus,Benthopelagic,Temperate,Least Concern,mainly animals,selective plankton feeding,3.2,,,,,20,Trawls,20,NaCl,KOH,Visual,FTIR,yes,yes,15.5 ± 7.3 fibres/membrane,25,,,1.41,,yes,yes,Polyethylene,Blue/Clear,yes,
Bucol et al.,Marine,Garth,2019,Pacific: Western Central,Negro Oriental,Siganus fuscescens,Adult,Siganidae,Mottled spinefoot,Siganus,Reef-associated,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,,,,120,Local fishermen,8,None,KOH,Visual,FTIR,yes,yes,,46.7,0.6,,,,,yes,,,no,
Calderon et al.,Marine,Garth,2019,Atlantic: Western Central,Ciénaga Grande de Santa Marta,Mugil incilis,Adult,Mugilidae,Parassi mullet,Mugil,Demersal,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,24.3,103.4,,46,Fish market,100,None,NaOH,Visual,FTIR,yes,yes,Single red nylon fiber in the reference petri dishes,21.7,0.217391304,,,,yes,,Polyester,,no,
Calderon et al.,Marine,Garth,2019,Atlantic: Western Central,Ciénaga Grande de Santa Marta,Eugerres plumieri,Adult,Gerreidae,Striped mojarra,Eugerres,Demersal,Subtropical,Least Concern,mainly plants/detritus,other,2.2,,18.4,83.9,,40,Fish market,100,None,NaOH,Visual,FTIR,yes,yes,Single red nylon fiber in the reference petri dishes,5,0.05,,,,yes,,Polyester,,no,
Calderon et al.,Marine,Garth,2019,Atlantic: Western Central,Ciénaga Grande de Santa Marta,Caquetaia kraussii,Adult,Cichlidae,Mojarra,Caquetaia,Demersal,Tropical,,mainly animals,hunting macrofauna,3.4,,15.8,69.3,,35,Fish market,100,None,NaOH,Visual,FTIR,yes,yes,Single red nylon fiber in the reference petri dishes,8.6,0.09,,,,yes,,Polyester,,no,
Calderon et al.,Marine,Garth,2019,Atlantic: Western Central,Ciénaga Grande de Santa Marta,Caranx hippos,Adult,Carangidae,Crevalle jack,Caranx,Reef-associated,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.6,,15.5,55.4,,19,Fish market,100,None,NaOH,Visual,FTIR,yes,yes,Single red nylon fiber in the reference petri dishes,10.5,0.105263158,,,,yes,,Polyester,,no,
Campbell et al.,Freshwater,Garth,2019,America: North,"Waxcana Creek, Regina",Esox lucius,Adult,Esocidae,Northern pike,Esox,Freshwater; demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,4.1,,,,,,"Seine nets, gill nets, conventional tackle, and minnow traps",5,None,NaClO,Visual,,,,,83.3,3,,,,yes,,,,yes,
Campbell et al.,Freshwater,Garth,2017,America: North,"Waxcana Creek, Regina",Catostomus commersoni,Adult,Catostomidae,White sucker,Catostomus,Freshwater; demersal,Temperate,Least Concern,plants/detritus+animals,hunting macrofauna,2.8,,,,,,"Seine nets, gill nets, conventional tackle, and minnow traps",5,None,NaClO,Visual,,,,,71.9,1.8,,,,yes,,,,yes,
Campbell et al.,Freshwater,Garth,2017,America: North,"Waxcana Creek, Regina",Notropis atherinoides,Adult,Cyprinidae,Emerald shiner,Notropis,Freshwater; benthopelagic,Temperate,Least Concern,plants/detritus+animals,detritus,2.8,,,,,,"Seine nets, gill nets, conventional tackle, and minnow traps",5,None,NaClO,Visual,,,,,70.7,1.7,,,,yes,,,,yes,
Campbell et al.,Freshwater,Garth,2017,America: North,"Waxcana Creek, Regina",Pimephales promelas,Adult,Cyprinidae,Fathead minnow,Pimephales,Freshwater; demersal,Subtropical,Least Concern,mainly plants/detritus,variable,2.4,,,,,,"Seine nets, gill nets, conventional tackle, and minnow traps",5,None,NaClO,Visual,,,,,50,1.3,,,,yes,,,,yes,
Campbell et al.,Freshwater,Garth,2017,America: North,"Waxcana Creek, Regina",Eucalia inconstans,Adult,Gasterosteidae,Brook stickleback,Culaea,Freshwater; demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.2,,,,,,"Seine nets, gill nets, conventional tackle, and minnow traps",5,None,NaClO,Visual,,,,,70,1.1,,,,yes,,,,yes,
Cannon et al.,Marine,Wendy,2016,Pacific: Southwest,,Aldrichetta forsteri ,Adult,Mugilidae,Yellow-eye mullet,Aldrichetta,Demersal,Temperate,Least Concern,plants/detritus+animals,grazing on aquatic plants,2.5,,37.9,443.3,,17,Gillnet,330,None,None,Visual,FTIR,yes,no,,0,0,0,,,no,yes,Acrylic,Green-Brown,no,
Cannon et al.,Marine,Wendy,2016,Pacific: Southwest,,Conger verreauxi,Adult,Congridae,Conger,Conger,Reef-associated,Temperate,Least Concern,,,4.2,,,,,25,Gillnet,330,None,None,Visual,FTIR,yes,no,,0,0,0,,,no,yes,Acrylic,Green-Brown,no,
Cannon et al.,Marine,Wendy,2016,Indian Ocean: Antarctic,Banzare Banks,Dissostichus mawsoni ,Adult,Nototheniidae,Antarctic toothfish,Dissostichus,Pelagic-oceanic,Polar,Not Evaluated,mainly animals,hunting macrofauna,3.9,,145.2,31400,,10,Gillnet,330,None,None,Visual,FTIR,yes,no,,10,0.2,3.6,,,no,yes,Acrylic,Green-Brown,no,
Cannon et al.,Marine,Wendy,2016,Pacific: Southwest,,Engraulis australis,Adult,Engraulidae,Australian anchovy,Engraulis,Pelagic-neritic,Subtropical,Not Evaluated,mainly animals,selective plankton feeding,3,,10.3,6,,10,Gillnet,330,None,None,Visual,FTIR,yes,no,,0,0,0,,,no,yes,Acrylic,Green-Brown,no,
Cannon et al.,Marine,Wendy,2016,Indian Ocean: Antarctic,Banzare Banks,Gymnoscopelus nicholsi,Adult,Myctophidae,Nichol's lanternfish,Gymnoscopelus,Bathypelagic,Deep-water,Not Evaluated,mainly animals,selective plankton feeding,3.4,,14.6,22.4,,39,Gillnet,330,None,None,Visual,FTIR,yes,no,,0,0,0,,,no,yes,Acrylic,Green-Brown,no,
Cannon et al.,Marine,Wendy,2016,Pacific: Southwest,,Haletta semifasciata,Adult,Odacidae,Blue weed whiting,Haletta,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.2,,37.6,455.3,,2,Gillnet,330,None,None,Visual,FTIR,yes,no,,0,0,0,,,no,yes,Acrylic,Green-Brown,no,
